card_id,well_id,actual_condition,predicted_condition,confidence,prob_normal,prob_rod_floating,prob_fluid_pound,prob_gas_interference,risk_score,severity,split,engineering_explanation,recommended_action,contributing_factors
458a4d1e,WELL-001,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,82.5,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1838 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1838 ft above pump) indicates pump-off condition; Low pump submergence ratio (42.6%); Sharp fluid-surface impact shock detected (slope_z=100.0); Depressed minimum load (5103 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 7.4 SPM to 5.2 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1838 ft above pump) indicates pump-off condition | Low pump submergence ratio (42.6%) | Sharp fluid-surface impact shock detected (slope_z=100.0) | Depressed minimum load (5103 lbf) flags plunger free-fall inside barrel
18ddcee5,WELL-007,Rod Floating,Rod Floating,0.9997,0.0003,0.9997,0.0,0.0,70.4,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (564 cP) and pumping speed (8.6 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: High pumping speed (8.6 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (116.6 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=81.8).,IMMEDIATE ACTION: Reduce VFD stroke speed from 8.6 SPM to 6.4 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,High pumping speed (8.6 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (116.6 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=81.8)
b7b08116,WELL-008,Normal,Normal,0.9737,0.9737,0.0253,0.0,0.001,5.3,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
797e3f6f,WELL-010,Gas Interference,Normal,0.6231,0.6231,0.0005,0.0004,0.3759,17.7,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating parameters within nominal thresholds.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,
4dc057a5,WELL-011,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,76.8,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (756 cP) and pumping speed (8.2 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (756.1 cP) increases rod downstroke fluid drag; High pumping speed (8.2 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (115.2 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=89.3).,IMMEDIATE ACTION: Reduce VFD stroke speed from 8.2 SPM to 6.1 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (756.1 cP) increases rod downstroke fluid drag | High pumping speed (8.2 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (115.2 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=89.3)
dc9a1b50,WELL-002,Rod Floating,Rod Floating,0.9999,0.0,0.9999,0.0,0.0,81.2,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (729 cP) and pumping speed (8.6 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (728.8 cP) increases rod downstroke fluid drag; High pumping speed (8.6 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (108.9 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=153.6).,IMMEDIATE ACTION: Reduce VFD stroke speed from 8.6 SPM to 6.4 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (728.8 cP) increases rod downstroke fluid drag | High pumping speed (8.6 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (108.9 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=153.6)
0e37e7ef,WELL-017,Normal,Normal,0.9951,0.9951,0.003,0.0,0.0019,4.0,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
f15336b2,WELL-016,Rod Floating,Rod Floating,0.9736,0.0264,0.9736,0.0,0.0,57.8,High,val,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (833 cP) and pumping speed (6.0 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (832.8 cP) increases rod downstroke fluid drag.,IMMEDIATE ACTION: Reduce VFD stroke speed from 6.0 SPM to 4.5 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (832.8 cP) increases rod downstroke fluid drag
d134f73a,WELL-014,Normal,Normal,0.9884,0.9884,0.0014,0.0,0.0101,6.1,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
a64c7461,WELL-001,Normal,Normal,0.9858,0.9858,0.0052,0.0,0.009,5.7,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
193ecd4a,WELL-020,Gas Interference,Gas Interference,0.923,0.0763,0.0,0.0006,0.923,34.9,Medium,val,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (4846 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (4846 lbf) reflects cushioned valve response
c7a16e72,WELL-018,Fluid Pound,Fluid Pound,0.9998,0.0,0.0002,0.9998,0.0,86.6,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1443 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1443 ft above pump) indicates pump-off condition; Low pump submergence ratio (25.4%); Sharp fluid-surface impact shock detected (slope_z=126.7).",IMMEDIATE ACTION: Throttle pump speed from 7.5 SPM to 5.3 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1443 ft above pump) indicates pump-off condition | Low pump submergence ratio (25.4%) | Sharp fluid-surface impact shock detected (slope_z=126.7)
49b807f2,WELL-003,Rod Floating,Rod Floating,0.9997,0.0003,0.9997,0.0,0.0,69.1,High,val,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (682 cP) and pumping speed (7.4 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (682.5 cP) increases rod downstroke fluid drag; Low wellbore temperature (97.2 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=51.8).,IMMEDIATE ACTION: Reduce VFD stroke speed from 7.4 SPM to 5.5 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (682.5 cP) increases rod downstroke fluid drag | Low wellbore temperature (97.2 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=51.8)
88d562fa,WELL-016,Normal,Normal,0.9923,0.9923,0.0067,0.0,0.0009,4.0,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
f15872ab,WELL-004,Fluid Pound,Fluid Pound,0.9953,0.0,0.0047,0.9953,0.0,82.1,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2020 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (2020 ft above pump) indicates pump-off condition; Low pump submergence ratio (49.1%); Sharp fluid-surface impact shock detected (slope_z=131.3); Depressed minimum load (4294 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 5.6 SPM to 3.9 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (2020 ft above pump) indicates pump-off condition | Low pump submergence ratio (49.1%) | Sharp fluid-surface impact shock detected (slope_z=131.3) | Depressed minimum load (4294 lbf) flags plunger free-fall inside barrel
a376753b,WELL-013,Fluid Pound,Fluid Pound,0.9999,0.0,0.0,0.9999,0.0,88.4,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (599 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (599 ft above pump) indicates pump-off condition; Low pump submergence ratio (17.4%); Sharp fluid-surface impact shock detected (slope_z=49.8); Depressed minimum load (3080 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.0 SPM to 4.2 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (599 ft above pump) indicates pump-off condition | Low pump submergence ratio (17.4%) | Sharp fluid-surface impact shock detected (slope_z=49.8) | Depressed minimum load (3080 lbf) flags plunger free-fall inside barrel
f7aa2e9d,WELL-014,Normal,Normal,0.9864,0.9864,0.0021,0.0,0.0115,5.9,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
bf506c56,WELL-011,Normal,Normal,0.9786,0.9786,0.02,0.0,0.0014,3.9,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
e41a0f38,WELL-002,Normal,Normal,0.9852,0.9852,0.0039,0.0,0.0109,4.5,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
60e83f7c,WELL-001,Rod Floating,Rod Floating,0.9999,0.0,0.9999,0.0,0.0,73.9,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (525 cP) and pumping speed (10.8 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: High pumping speed (10.8 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=168.1).,IMMEDIATE ACTION: Reduce VFD stroke speed from 10.8 SPM to 8.1 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,High pumping speed (10.8 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=168.1)
ba5d0a81,WELL-001,Fluid Pound,Fluid Pound,0.9998,0.0,0.0001,0.9998,0.0,73.6,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2362 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (2362 ft above pump) indicates pump-off condition; Sharp fluid-surface impact shock detected (slope_z=91.8); Depressed minimum load (5078 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.0 SPM to 4.2 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (2362 ft above pump) indicates pump-off condition | Sharp fluid-surface impact shock detected (slope_z=91.8) | Depressed minimum load (5078 lbf) flags plunger free-fall inside barrel
447e3e4b,WELL-005,Fluid Pound,Fluid Pound,0.9998,0.0,0.0002,0.9998,0.0,88.9,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1184 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1184 ft above pump) indicates pump-off condition; Low pump submergence ratio (30.1%); Sharp fluid-surface impact shock detected (slope_z=83.2); Depressed minimum load (4595 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.3 SPM to 4.4 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1184 ft above pump) indicates pump-off condition | Low pump submergence ratio (30.1%) | Sharp fluid-surface impact shock detected (slope_z=83.2) | Depressed minimum load (4595 lbf) flags plunger free-fall inside barrel
